"","month","year","BNFSectionName","id","Quantity"
"10276","January","2010","Absorbent Cottons","January 2010",623926
"10277","January","2010","Acids","January 2010",470422
"10278","January","2010","Acne and Rosacea","January 2010",8744466
"10279","January","2010","Acne Treatment","January 2010",50
"10280","January","2010","Acute Diarrhoea","January 2010",8802770
"10281","January","2010","Adhesive (Pastes/Sprays/Solutions)","January 2010",2318
"10282","January","2010","Adhesive Discs/Rings/Pads/Plasters","January 2010",713103
"10283","January","2010","Adhesive Removers (Sprays/Liquids/Wipes)","January 2010",282965
"10284","January","2010","Alcohol, Wines & Spirits","January 2010",481
"10285","January","2010","Anaemias + Other Blood Disorders","January 2010",44667955
"10286","January","2010","Anal Irrigation System","January 2010",2719
"10287","January","2010","Anal Plugs","January 2010",9416
"10288","January","2010","Analgesics","January 2010",464647764
"10289","January","2010","Anthelmintics","January 2010",294860
"10290","January","2010","Anti-Arrhythmic Drugs","January 2010",4150860
"10291","January","2010","Anti-Infective Eye Preparations","January 2010",1737728
"10292","January","2010","Anti-Infective Skin Preparations","January 2010",10277185
"10293","January","2010","Antibacterial Drugs","January 2010",141371618
"10294","January","2010","Anticoagulants And Protamine","January 2010",35719544
"10295","January","2010","Antidepressant Drugs","January 2010",126062967
"10296","January","2010","Antiepileptics","January 2010",99266614
"10297","January","2010","Antifibrinolytic Drugs & Haemostatics","January 2010",1827514
"10298","January","2010","Antifungal Drugs","January 2010",3784439
"10299","January","2010","Antihist, Hyposensit & Allergic Emergen","January 2010",30983628
"10300","January","2010","Antiperspirants","January 2010",297668
"10301","January","2010","Antiplatelet Drugs","January 2010",105367700
"10302","January","2010","Antiprotozoal Drugs","January 2010",9411076
"10303","January","2010","Antisecretory Drugs+Mucosal Protectants","January 2010",118738529
"10304","January","2010","Antispasmod.&Other Drgs Alt.Gut Motility","January 2010",23628782
"10305","January","2010","Antiviral Drugs","January 2010",2273329
"10306","January","2010","Arm Sling/Bandages","January 2010",1322219
"10307","January","2010","Aromatic Inhalations","January 2010",256108
"10308","January","2010","Bag Closures","January 2010",46350
"10309","January","2010","Bag Covers","January 2010",2472
"10310","January","2010","Base/Dil/Susp Agents/Stabilisers","January 2010",24549939
"10311","January","2010","Belts","January 2010",7221
"10312","January","2010","Beta-Adrenoceptor Blocking Drugs","January 2010",89452140
"10313","January","2010","Bitters And Tonics","January 2010",10400
"10314","January","2010","Bronchodilators","January 2010",22723944
"10315","January","2010","Catheter Maintenance Solutions","January 2010",129059
"10316","January","2010","Catheter Valves","January 2010",41944
"10317","January","2010","Catheters","January 2010",250077
"10318","January","2010","Cellulose Wadding BP 1988","January 2010",7000
"10319","January","2010","Cervical Collar","January 2010",147
"10320","January","2010","Chiropody Appliances","January 2010",8758
"10321","January","2010","Chronic Bowel Disorders","January 2010",21295436
"10322","January","2010","CNS Stimulants and drugs used for ADHD","January 2010",3398405
"10323","January","2010","Colostomy Bags","January 2010",2001932
"10324","January","2010","Colostomy Sets","January 2010",11
"10325","January","2010","Colouring,Flavouring & Sweetening Agents","January 2010",252
"10326","January","2010","Compound Vit/Mineral Formulations","January 2010",1314500
"10327","January","2010","Contraceptive Devices","January 2010",1446
"10328","January","2010","Contraceptives","January 2010",59442450
"10329","January","2010","Cordials/Soft Drinks","January 2010",4017249
"10330","January","2010","Corti'roids & Other Anti-Inflamm.Preps.","January 2010",1641224
"10331","January","2010","Corticosteroids (Endocrine)","January 2010",28786770
"10332","January","2010","Corticosteroids (Respiratory)","January 2010",2173228
"10333","January","2010","Cough Preparations","January 2010",27773411
"10334","January","2010","Cromoglycate,Rel,Leukotriene Antagonists","January 2010",3468114
"10335","January","2010","Cycloidal Vibration Accessories","January 2010",1451
"10336","January","2010","Cytotoxic Drugs","January 2010",624503
"10337","January","2010","Deodorants","January 2010",76970
"10338","January","2010","Discharge Solidifying Agents","January 2010",269425
"10339","January","2010","Disinfectants,Preserv&Sterilising Agents","January 2010",1097
"10340","January","2010","Diuretics","January 2010",103957519
"10341","January","2010","Drainable Dribbling Appliances","January 2010",4
"10342","January","2010","Drugs Acting On The Ear","January 2010",1007002
"10343","January","2010","Drugs Acting On The Nose","January 2010",1958456
"10344","January","2010","Drugs Acting On The Oropharynx","January 2010",31433545
"10345","January","2010","Drugs Affecting Bone Metabolism","January 2010",3996887
"10346","January","2010","Drugs Affecting Intestinal Secretions","January 2010",6623767
"10347","January","2010","Drugs Affecting The Immune Response","January 2010",7952667
"10348","January","2010","Drugs for Dementia","January 2010",3041011
"10349","January","2010","Drugs For Genito-Urinary Disorders","January 2010",25191454
"10350","January","2010","Drugs For Relief Of Soft-Tissue Inflamm","January 2010",40994053
"10351","January","2010","Drugs Used In Diabetes","January 2010",191318961
"10352","January","2010","Drugs Used In Nausea And Vertigo","January 2010",37406009
"10353","January","2010","Drugs Used In Neuromuscular  Disorders","January 2010",13952108
"10354","January","2010","Drugs Used In Obstetrics","January 2010",37
"10355","January","2010","Drugs Used In Park'ism/Related Disorders","January 2010",20186675
"10356","January","2010","Drugs Used In Psychoses & Rel.Disorders","January 2010",29735916
"10357","January","2010","Drugs Used In Rheumatic Diseases & Gout","January 2010",101609155
"10358","January","2010","Drugs Used In Substance Dependence","January 2010",166274072
"10359","January","2010","Drugs used in the Treatment of Obesity","January 2010",7543245
"10360","January","2010","Dry Mouth Products","January 2010",82956
"10361","January","2010","Dyspep&Gastro-Oesophageal Reflux Disease","January 2010",163768780
"10362","January","2010","Elastic Hosiery","January 2010",128250
"10363","January","2010","Emollient & Barrier Preparations","January 2010",544636150
"10364","January","2010","Emollients","January 2010",36993049
"10365","January","2010","Eye Products","January 2010",169247
"10366","January","2010","Faecal Collectors","January 2010",261
"10367","January","2010","Filters/Bridges","January 2010",33367
"10368","January","2010","Flanges","January 2010",313
"10369","January","2010","Fluids And Electrolytes","January 2010",6600872
"10370","January","2010","Foam","January 2010",36
"10371","January","2010","Foods","January 2010",46190203
"10372","January","2010","Gauzes & Gauze Tissue","January 2010",2848539
"10373","January","2010","General Anaesthesia","January 2010",95345
"10374","January","2010","Health Supplements","January 2010",361327
"10375","January","2010","Hypertension and Heart Failure","January 2010",182843435
"10376","January","2010","Hypnotics And Anxiolytics","January 2010",42409026
"10377","January","2010","Hypothalamic&Pituitary Hormones&Antioest","January 2010",814620
"10378","January","2010","Ileostomy Bags","January 2010",1205309
"10379","January","2010","Ileostomy Sets","January 2010",2
"10380","January","2010","Immunoglobulins","January 2010",363
"10381","January","2010","Incontinence Belts","January 2010",4
"10382","January","2010","Incontinence Sheath Fixing Strips & Adh","January 2010",24047
"10383","January","2010","Incontinence Sheaths","January 2010",529438
"10384","January","2010","Indwelling Pleural Cath Drain System","January 2010",581
"10385","January","2010","Inhalation Solutions","January 2010",10716
"10386","January","2010","Intravenous Nutrition","January 2010",2
"10387","January","2010","Irrigation Solutions","January 2010",807829
"10388","January","2010","Irrigation Washout Appliances","January 2010",35071
"10389","January","2010","Laxatives","January 2010",219244352
"10390","January","2010","Leg Bags","January 2010",565013
"10391","January","2010","Leg Ulcer Wrap","January 2010",7
"10392","January","2010","Lints","January 2010",82350
"10393","January","2010","Lipid-Regulating Drugs","January 2010",157922355
"10394","January","2010","Local Anaesthesia","January 2010",880591
"10395","January","2010","Local Anaesthetics","January 2010",1255
"10396","January","2010","Local Prepn for Anal & Rectal Disorders","January 2010",3390095
"10397","January","2010","Local Sclerosants","January 2010",15
"10398","January","2010","Lubricant Gels","January 2010",987039
"10399","January","2010","Lymphoedema Garments","January 2010",12052
"10400","January","2010","Metabolic Disorders","January 2010",194628
"10401","January","2010","Minerals","January 2010",16116753
"10402","January","2010","Miscellaneous Ophthalmic Preparations","January 2010",9374305
"10403","January","2010","Miscellaneous Topical Preparations","January 2010",2600
"10404","January","2010","Mucolytics","January 2010",11604686
"10405","January","2010","Mydriatics And Cycloplegics","January 2010",99366
"10406","January","2010","Nasal Products","January 2010",22444
"10407","January","2010","Night Drainage Bags","January 2010",1423586
"10408","January","2010","Nit,Calc Block & Other Antianginal Drugs","January 2010",124676040
"10409","January","2010","Oral Film Forming Agents","January 2010",73449
"10410","January","2010","Oral Nutrition","January 2010",1962288488
"10411","January","2010","Other Appliances","January 2010",41825548
"10412","January","2010","Other Endocrine Drugs","January 2010",227811
"10413","January","2010","Other Health Supplements","January 2010",4949244
"10414","January","2010","Other Preparations","January 2010",46585
"10415","January","2010","Oxygen Masks","January 2010",39
"10416","January","2010","Peak Flow Meters","January 2010",18396
"10417","January","2010","Plantar Pressure Offloading Device","January 2010",1753
"10418","January","2010","Plasters","January 2010",3874
"10419","January","2010","Positive Inotropic Drugs","January 2010",8820526
"10420","January","2010","Preparations For Eczema And Psoriasis","January 2010",12207094
"10421","January","2010","Preparations For Warts And Calluses","January 2010",355641
"10422","January","2010","Pressure Plates/Shields","January 2010",7423
"10423","January","2010","Selective Preparations","January 2010",13476711
"10424","January","2010","Sex Hormones","January 2010",21460836
"10425","January","2010","Sex Hormones & Antag In Malig Disease","January 2010",5399683
"10426","January","2010","Shampoo&Other Preps For Scalp&Hair Cond","January 2010",24992663
"10427","January","2010","Silk Garments","January 2010",1561
"10428","January","2010","Single Substances","January 2010",213303
"10429","January","2010","Skin Adhesive,Sterile","January 2010",35
"10430","January","2010","Skin Cleansers And Antiseptics","January 2010",5853957
"10431","January","2010","Skin Closure Strips, Sterile","January 2010",49449
"10432","January","2010","Skin Fillers And Protectives","January 2010",511614
"10433","January","2010","Skin Protectors","January 2010",316792
"10434","January","2010","Stockinette","January 2010",202023
"10435","January","2010","Stoma Caps/Dressings","January 2010",65869
"10436","January","2010","Stoma Care","January 2010",3377
"10437","January","2010","Sunscreens And Camouflagers","January 2010",1138969
"10438","January","2010","Surgical Adhesive Tape","January 2010",145859
"10439","January","2010","Surgical Sutures","January 2010",132
"10440","January","2010","Suspensory Systems","January 2010",2600
"10441","January","2010","Swabs","January 2010",7990505
"10442","January","2010","Sympathomimetics","January 2010",103060
"10443","January","2010","Systemic Nasal Decongestants","January 2010",3501525
"10444","January","2010","Thyroid And Antithyroid Drugs","January 2010",75640505
"10445","January","2010","Top Local Anaesthetics & Antipruritics","January 2010",4681064
"10446","January","2010","Topical Circulatory Preparations","January 2010",660239
"10447","January","2010","Topical Corticosteroids","January 2010",50801658
"10448","January","2010","Tracheostomy & Laryngectomy Appliances","January 2010",313279
"10449","January","2010","Treatment Of Glaucoma","January 2010",3999735
"10450","January","2010","Treatment Of Vaginal & Vulval Conditions","January 2010",2803071
"10451","January","2010","Trusses","January 2010",440
"10452","January","2010","Tubing","January 2010",3380
"10453","January","2010","Tubing And Accessories","January 2010",67848
"10454","January","2010","Two Piece Ostomy Systems","January 2010",1264179
"10455","January","2010","Unspecified Dressing","January 2010",6
"10456","January","2010","Urinal Systems","January 2010",7458
"10457","January","2010","Urostomy Bags","January 2010",206222
"10458","January","2010","Vaccines And Antisera","January 2010",20904
"10459","January","2010","Vacuum Pumps for Erectile Dysfunction","January 2010",759
"10460","January","2010","Vaginal Dilators","January 2010",184
"10461","January","2010","Vaginal Moisturisers","January 2010",9578
"10462","January","2010","Vaginal PH Correction Gels","January 2010",2031
"10463","January","2010","Vehicles and Emulsifying Agents","January 2010",1321202
"10464","January","2010","Venous Ulcer Compression System","January 2010",5592
"10465","January","2010","Vitamins","January 2010",66372214
"10466","January","2010","Waters","January 2010",3096956
"10467","January","2010","Wound Management & other Dressings","January 2010",5777291
"10468","January","2010","Wound Management Products","January 2010",17376
"10469","January","2010","X-Ray Contrast Media","January 2010",12000
"10470","January","2011","Absorbent Cottons","January 2011",461350
"10471","January","2011","Acids","January 2011",489212
"10472","January","2011","Acne and Rosacea","January 2011",8450323
"10473","January","2011","Acne Treatment","January 2011",650
"10474","January","2011","Acute Diarrhoea","January 2011",9181063
"10475","January","2011","Adhesive (Pastes/Sprays/Solutions)","January 2011",3251
"10476","January","2011","Adhesive Discs/Rings/Pads/Plasters","January 2011",813302
"10477","January","2011","Adhesive Dressing Remover Ster Silicone","January 2011",240
"10478","January","2011","Adhesive Removers (Sprays/Liquids/Wipes)","January 2011",335560
"10479","January","2011","Alcohol, Wines & Spirits","January 2011",300
"10480","January","2011","Anaemias + Other Blood Disorders","January 2011",47155650
"10481","January","2011","Anal Irrigation System","January 2011",3831
"10482","January","2011","Anal Plugs","January 2011",9397
"10483","January","2011","Analgesics","January 2011",498769158
"10484","January","2011","Anthelmintics","January 2011",314669
"10485","January","2011","Anti-Arrhythmic Drugs","January 2011",4107495
"10486","January","2011","Anti-Infective Eye Preparations","January 2011",1983505
"10487","January","2011","Anti-Infective Skin Preparations","January 2011",10429985
"10488","January","2011","Antibacterial Drugs","January 2011",144362394
"10489","January","2011","Anticoagulants And Protamine","January 2011",36106397
"10490","January","2011","Antidepressant Drugs","January 2011",136022096
"10491","January","2011","Antiepileptics","January 2011",105111528
"10492","January","2011","Antifibrinolytic Drugs & Haemostatics","January 2011",1975503
"10493","January","2011","Antifungal Drugs","January 2011",4157783
"10494","January","2011","Antihist, Hyposensit & Allergic Emergen","January 2011",33149502
"10495","January","2011","Antiperspirants","January 2011",389335
"10496","January","2011","Antiplatelet Drugs","January 2011",101584591
"10497","January","2011","Antiprotozoal Drugs","January 2011",9093604
"10498","January","2011","Antisecretory Drugs+Mucosal Protectants","January 2011",128018953
"10499","January","2011","Antispasmod.&Other Drgs Alt.Gut Motility","January 2011",24915751
"10500","January","2011","Antiviral Drugs","January 2011",2668597
"10501","January","2011","Arm Sling/Bandages","January 2011",1325330
"10502","January","2011","Aromatic Inhalations","January 2011",252117
"10503","January","2011","Bag Closures","January 2011",42797
"10504","January","2011","Bag Covers","January 2011",3706
"10505","January","2011","Base/Dil/Susp Agents/Stabilisers","January 2011",26703162
"10506","January","2011","Belts","January 2011",9497
"10507","January","2011","Beta-Adrenoceptor Blocking Drugs","January 2011",90183281
"10508","January","2011","Bitters And Tonics","January 2011",3600
"10509","January","2011","Bronchodilators","January 2011",21244083
"10510","January","2011","Catheter Maintenance Solutions","January 2011",134239
"10511","January","2011","Catheter Valves","January 2011",45786
"10512","January","2011","Catheters","January 2011",260582
"10513","January","2011","Cellulose Wadding BP 1988","January 2011",500
"10514","January","2011","Cervical Collar","January 2011",135
"10515","January","2011","Chiropody Appliances","January 2011",8652
"10516","January","2011","Chronic Bowel Disorders","January 2011",21599630
"10517","January","2011","CNS Stimulants and drugs used for ADHD","January 2011",3602745
"10518","January","2011","Colostomy Bags","January 2011",2063527
"10519","January","2011","Colouring,Flavouring & Sweetening Agents","January 2011",844
"10520","January","2011","Compound Vit/Mineral Formulations","January 2011",1078889
"10521","January","2011","Contraceptive Devices","January 2011",1433
"10522","January","2011","Contraceptives","January 2011",60709016
"10523","January","2011","Cordials/Soft Drinks","January 2011",3367192
"10524","January","2011","Corti'roids & Other Anti-Inflamm.Preps.","January 2011",1666169
"10525","January","2011","Corticosteroids (Endocrine)","January 2011",30520234
"10526","January","2011","Corticosteroids (Respiratory)","January 2011",2103659
"10527","January","2011","Cough Preparations","January 2011",30489423
"10528","January","2011","Cromoglycate,Rel,Leukotriene Antagonists","January 2011",3700479
"10529","January","2011","Cycloidal Vibration Accessories","January 2011",2154
"10530","January","2011","Cytotoxic Drugs","January 2011",646515
"10531","January","2011","Deodorants","January 2011",81157
"10532","January","2011","Discharge Solidifying Agents","January 2011",283738
"10533","January","2011","Disinfectants,Preserv&Sterilising Agents","January 2011",760
"10534","January","2011","Diuretics","January 2011",101518916
"10535","January","2011","Drainable Dribbling Appliances","January 2011",5
"10536","January","2011","Drugs Acting On The Ear","January 2011",945086
"10537","January","2011","Drugs Acting On The Nose","January 2011",1944946
"10538","January","2011","Drugs Acting On The Oropharynx","January 2011",31337779
"10539","January","2011","Drugs Affecting Bone Metabolism","January 2011",3997690
"10540","January","2011","Drugs Affecting Intestinal Secretions","January 2011",6822280
"10541","January","2011","Drugs Affecting The Immune Response","January 2011",8323163
"10542","January","2011","Drugs for Dementia","January 2011",3328726
"10543","January","2011","Drugs For Genito-Urinary Disorders","January 2011",27849850
"10544","January","2011","Drugs For Relief Of Soft-Tissue Inflamm","January 2011",45874484
"10545","January","2011","Drugs Used In Diabetes","January 2011",204243835
"10546","January","2011","Drugs Used In Nausea And Vertigo","January 2011",39722353
"10547","January","2011","Drugs Used In Neuromuscular  Disorders","January 2011",14386981
"10548","January","2011","Drugs Used In Obstetrics","January 2011",4
"10549","January","2011","Drugs Used In Park'ism/Related Disorders","January 2011",20651780
"10550","January","2011","Drugs Used In Psychoses & Rel.Disorders","January 2011",29882717
"10551","January","2011","Drugs Used In Rheumatic Diseases & Gout","January 2011",106269437
"10552","January","2011","Drugs Used In Substance Dependence","January 2011",168553461
"10553","January","2011","Drugs used in the Treatment of Obesity","January 2011",6350029
"10554","January","2011","Dry Mouth Products","January 2011",1192663
"10555","January","2011","Dyspep&Gastro-Oesophageal Reflux Disease","January 2011",157765244
"10556","January","2011","Elastic Hosiery","January 2011",138767
"10557","January","2011","Emollient & Barrier Preparations","January 2011",559001063
"10558","January","2011","Emollients","January 2011",41973293
"10559","January","2011","Eye Products","January 2011",281061
"10560","January","2011","Faecal Collectors","January 2011",193
"10561","January","2011","Filters/Bridges","January 2011",30630
"10562","January","2011","Flanges","January 2011",264
"10563","January","2011","Fluids And Electrolytes","January 2011",6556576
"10564","January","2011","Foam","January 2011",38
"10565","January","2011","Foods","January 2011",46082331
"10566","January","2011","Gauzes & Gauze Tissue","January 2011",2304562
"10567","January","2011","General Anaesthesia","January 2011",120701
"10568","January","2011","Health Supplements","January 2011",452988
"10569","January","2011","Hypertension and Heart Failure","January 2011",185781272
"10570","January","2011","Hypnotics And Anxiolytics","January 2011",41946237
"10571","January","2011","Hypothalamic&Pituitary Hormones&Antioest","January 2011",893127
"10572","January","2011","Ileostomy Bags","January 2011",1303459
"10573","January","2011","Immunoglobulins","January 2011",185
"10574","January","2011","Incontinence Belts","January 2011",8
"10575","January","2011","Incontinence Sheath Fixing Strips & Adh","January 2011",27780
"10576","January","2011","Incontinence Sheaths","January 2011",556639
"10577","January","2011","Indwelling Pleural Cath Drain System","January 2011",1494
"10578","January","2011","Inhalation Solutions","January 2011",46857
"10579","January","2011","Intravenous Nutrition","January 2011",4
"10580","January","2011","Irrigation Solutions","January 2011",853128
"10581","January","2011","Irrigation Washout Appliances","January 2011",34832
"10582","January","2011","Laxatives","January 2011",216003796
"10583","January","2011","Leg Bags","January 2011",595749
"10584","January","2011","Leg Ulcer Wrap","January 2011",3
"10585","January","2011","Lints","January 2011",54450
"10586","January","2011","Lipid-Regulating Drugs","January 2011",160716159
"10587","January","2011","Local Anaesthesia","January 2011",878804
"10588","January","2011","Local Anaesthetics","January 2011",999
"10589","January","2011","Local Prepn for Anal & Rectal Disorders","January 2011",3478247
"10590","January","2011","Local Sclerosants","January 2011",150
"10591","January","2011","Lubricant Gels","January 2011",1153427
"10592","January","2011","Lymphoedema Garments","January 2011",18316
"10593","January","2011","Metabolic Disorders","January 2011",171670
"10594","January","2011","Minerals","January 2011",21675740
"10595","January","2011","Miscellaneous Ophthalmic Preparations","January 2011",9693068
"10596","January","2011","Miscellaneous Topical Preparations","January 2011",8200
"10597","January","2011","Mucolytics","January 2011",13465902
"10598","January","2011","Mydriatics And Cycloplegics","January 2011",102470
"10599","January","2011","Nasal Products","January 2011",39592
"10600","January","2011","Night Drainage Bags","January 2011",1568678
"10601","January","2011","Nit,Calc Block & Other Antianginal Drugs","January 2011",124152891
"10602","January","2011","Oral Film Forming Agents","January 2011",112503
"10603","January","2011","Oral Nutrition","January 2011",1997415731
"10604","January","2011","Other Appliances","January 2011",44876043
"10605","January","2011","Other Endocrine Drugs","January 2011",216599
"10606","January","2011","Other Health Supplements","January 2011",2272118
"10607","January","2011","Other Preparations","January 2011",30791
"10608","January","2011","Other Systemic Drugs For COPD","January 2011",4456
"10609","January","2011","Oxygen Masks","January 2011",27
"10610","January","2011","Peak Flow Meters","January 2011",18477
"10611","January","2011","Pelvic Toning Devices","January 2011",1
"10612","January","2011","Plantar Pressure Offloading Device","January 2011",2503
"10613","January","2011","Plasters","January 2011",4378
"10614","January","2011","Positive Inotropic Drugs","January 2011",8371480
"10615","January","2011","Preparations For Eczema And Psoriasis","January 2011",14472400
"10616","January","2011","Preparations For Warts And Calluses","January 2011",292610
"10617","January","2011","Pressure Plates/Shields","January 2011",7715
"10618","January","2011","Selective Preparations","January 2011",15082363
"10619","January","2011","Sex Hormones","January 2011",21490983
"10620","January","2011","Sex Hormones & Antag In Malig Disease","January 2011",5380865
"10621","January","2011","Shampoo&Other Preps For Scalp&Hair Cond","January 2011",25276788
"10622","January","2011","Silk Garments","January 2011",2000
"10623","January","2011","Single Substances","January 2011",122722
"10624","January","2011","Skin Adhesive,Sterile","January 2011",68
"10625","January","2011","Skin Cleansers, Antiseptics & WoundPreps","January 2011",6269575
"10626","January","2011","Skin Closure Strips, Sterile","January 2011",57546
"10627","January","2011","Skin Fillers And Protectives","January 2011",609939
"10628","January","2011","Skin Protectors","January 2011",361294
"10629","January","2011","Stockinette","January 2011",202524
"10630","January","2011","Stoma Caps/Dressings","January 2011",67783
"10631","January","2011","Stoma Care","January 2011",5468
"10632","January","2011","Sunscreens And Camouflagers","January 2011",1295886
"10633","January","2011","Surgical Adhesive Tape","January 2011",138632
"10634","January","2011","Surgical Sutures","January 2011",134
"10635","January","2011","Suspensory Systems","January 2011",2794
"10636","January","2011","Swabs","January 2011",7581771
"10637","January","2011","Sympathomimetics","January 2011",96251
"10638","January","2011","Systemic Nasal Decongestants","January 2011",3529309
"10639","January","2011","Thyroid And Antithyroid Drugs","January 2011",77236460
"10640","January","2011","Top Local Anaesthetics & Antipruritics","January 2011",4168277
"10641","January","2011","Topical Circulatory Preparations","January 2011",675166
"10642","January","2011","Topical Corticosteroids","January 2011",50054478
"10643","January","2011","Tracheostomy & Laryngectomy Appliances","January 2011",337224
"10644","January","2011","Treatment Of Glaucoma","January 2011",4178314
"10645","January","2011","Treatment Of Vaginal & Vulval Conditions","January 2011",2710995
"10646","January","2011","Trusses","January 2011",389
"10647","January","2011","Tubing & Accessories","January 2011",3995
"10648","January","2011","Tubing And Accessories","January 2011",79023
"10649","January","2011","Two Piece Ostomy Systems","January 2011",1223709
"10650","January","2011","Urethral Insert For Female Stress Incont","January 2011",1598
"10651","January","2011","Urinal Systems","January 2011",8554
"10652","January","2011","Urostomy Bags","January 2011",215000
"10653","January","2011","Vaccines And Antisera","January 2011",36983
"10654","January","2011","Vacuum Pumps for Erectile Dysfunction","January 2011",968
"10655","January","2011","Vaginal Dilators","January 2011",182
"10656","January","2011","Vaginal Moisturisers","January 2011",13244
"10657","January","2011","Vaginal PH Correction Gels","January 2011",4558
"10658","January","2011","Vehicles and Emulsifying Agents","January 2011",1838735
"10659","January","2011","Venous Ulcer Compression System","January 2011",6483
"10660","January","2011","Vitamins","January 2011",70264246
"10661","January","2011","Waters","January 2011",3684260
"10662","January","2011","Wound Management & other Dressings","January 2011",5990740
"10663","January","2011","Wound Management Products","January 2011",19677
"10664","January","2011","X-Ray Contrast Media","January 2011",4500
"10665","January","2013","Absorbent Cottons","January 2013",373250
"10666","January","2013","Acids","January 2013",384877
"10667","January","2013","Acne and Rosacea","January 2013",8414113
"10668","January","2013","Acne Treatment","January 2013",1540
"10669","January","2013","Acute Diarrhoea","January 2013",10683475
"10670","January","2013","Adhesive (Pastes/Sprays/Solutions)","January 2013",4018
"10671","January","2013","Adhesive Discs/Rings/Pads/Plasters","January 2013",1087518
"10672","January","2013","Adhesive Dressing Remover Ster Silicone","January 2013",4099
"10673","January","2013","Adhesive Removers (Sprays/Liquids/Wipes)","January 2013",510172
"10674","January","2013","Alcohol, Wines & Spirits","January 2013",10
"10675","January","2013","Anaemias + Other Blood Disorders","January 2013",54299100
"10676","January","2013","Anal Irrigation System","January 2013",6626
"10677","January","2013","Anal Plugs","January 2013",12541
"10678","January","2013","Analgesics","January 2013",576328865
"10679","January","2013","Anthelmintics","January 2013",360153
"10680","January","2013","Anti-Arrhythmic Drugs","January 2013",4251691
"10681","January","2013","Anti-Infective Eye Preparations","January 2013",1908458
"10682","January","2013","Anti-Infective Skin Preparations","January 2013",10384399
"10683","January","2013","Antibacterial Drugs","January 2013",155448836
"10684","January","2013","Anticoagulants And Protamine","January 2013",45690909
"10685","January","2013","Antidepressant Drugs","January 2013",162071581
"10686","January","2013","Antiepileptics","January 2013",132799616
"10687","January","2013","Antifibrinolytic Drugs & Haemostatics","January 2013",2163977
"10688","January","2013","Antifungal Drugs","January 2013",4713073
"10689","January","2013","Antihist, Hyposensit & Allergic Emergen","January 2013",41291389
"10690","January","2013","Antiperspirants","January 2013",386624
"10691","January","2013","Antiplatelet Drugs","January 2013",102118760
"10692","January","2013","Antiprotozoal Drugs","January 2013",8915348
"10693","January","2013","Antisecretory Drugs+Mucosal Protectants","January 2013",160053930
"10694","January","2013","Antispasmod.&Other Drgs Alt.Gut Motility","January 2013",28860392
"10695","January","2013","Antiviral Drugs","January 2013",2966363
"10696","January","2013","Arm Sling/Bandages","January 2013",1375064
"10697","January","2013","Aromatic Inhalations","January 2013",193129
"10698","January","2013","Bacterial Decolonisation Products","January 2013",1400
"10699","January","2013","Bag Closures","January 2013",35274
"10700","January","2013","Bag Covers","January 2013",3615
"10701","January","2013","Base/Dil/Susp Agents/Stabilisers","January 2013",36509749
"10702","January","2013","Belts","January 2013",9894
"10703","January","2013","Beta-Adrenoceptor Blocking Drugs","January 2013",100609664
"10704","January","2013","Bitters And Tonics","January 2013",3500
"10705","January","2013","Bronchodilators","January 2013",24345641
"10706","January","2013","Catheter Maintenance Solutions","January 2013",152851
"10707","January","2013","Catheter Valves","January 2013",54784
"10708","January","2013","Catheters","January 2013",320637
"10709","January","2013","Cervical Collar","January 2013",117
"10710","January","2013","Chiropody Appliances","January 2013",6384
"10711","January","2013","Chronic Bowel Disorders","January 2013",23892569
"10712","January","2013","CNS Stimulants and drugs used for ADHD","January 2013",4161452
"10713","January","2013","Colostomy Bags","January 2013",2404848
"10714","January","2013","Colostomy Sets","January 2013",12
"10715","January","2013","Colouring,Flavouring & Sweetening Agents","January 2013",626
"10716","January","2013","Compound Vit/Mineral Formulations","January 2013",1140501
"10717","January","2013","Contraceptive Devices","January 2013",1560
"10718","January","2013","Contraceptives","January 2013",64610161
"10719","January","2013","Cordials/Soft Drinks","January 2013",1373448
"10720","January","2013","Corti'roids & Other Anti-Inflamm.Preps.","January 2013",1842511
"10721","January","2013","Corticosteroids (Endocrine)","January 2013",34512352
"10722","January","2013","Corticosteroids (Respiratory)","January 2013",2082045
"10723","January","2013","Cough Preparations","January 2013",27040223
"10724","January","2013","Cromoglycate,Rel,Leukotriene Antagonists","January 2013",4670389
"10725","January","2013","Cycloidal Vibration Accessories","January 2013",1817
"10726","January","2013","Cytotoxic Drugs","January 2013",702106
"10727","January","2013","Deodorants","January 2013",199392
"10728","January","2013","Dev For Adjunctive Tt Of Hypertension","January 2013",9
"10729","January","2013","Discharge Solidifying Agents","January 2013",336303
"10730","January","2013","Disinfectants,Preserv&Sterilising Agents","January 2013",500
"10731","January","2013","Diuretics","January 2013",102664278
"10732","January","2013","Douches","January 2013",1
"10733","January","2013","Drainable Dribbling Appliances","January 2013",8
"10734","January","2013","Drugs Acting On The Ear","January 2013",916039
"10735","January","2013","Drugs Acting On The Nose","January 2013",2390064
"10736","January","2013","Drugs Acting On The Oropharynx","January 2013",34352355
"10737","January","2013","Drugs Affecting Bone Metabolism","January 2013",4242423
"10738","January","2013","Drugs Affecting Intestinal Secretions","January 2013",8202389
"10739","January","2013","Drugs Affecting The Immune Response","January 2013",9165261
"10740","January","2013","Drugs for Dementia","January 2013",5040167
